type;area;v1;v2;v3;v4;v5;v6;v7;v8;zipy
Parcel- og rækkehuse;3700 Rønne;8.3219995;8.6359997;8.3009996;7.7529998;8.9309998;8.5550003;7.7950001;7.816;3700_11
Ejerlejligheder;3700 Rønne;0;0;0;0;0;0;0;0;3700_15
Fritidshuse;3700 Rønne;0;0;0;0;0;0;0;0;3700_15
Parcel- og rækkehuse;3700 Rønne;6.6020002;5.8080001;6.7680001;6.2160001;6.052;6.0970001;6.0219998;7.5190001;3700_15
Ejerlejligheder;3700 Rønne;0;0;0;0;0;0;0;0;3700_5
Fritidshuse;3700 Rønne;0;0;0;0;0;0;0;0;3700_5
Parcel- og rækkehuse;3700 Rønne;5.8039999;5.355;5.7090001;5.9450002;5.8119998;6.4109998;5.9239998;5.7540002;3700_5
Ejerlejligheder;3700 Rønne;0;0;0;0;0;0;0;0;3700_7
Fritidshuse;3700 Rønne;0;0;0;0;0;0;0;0;3700_7
Parcel- og rækkehuse;3700 Rønne;6.8979998;7.862;8.3149996;7.9749999;8.6070004;8.8319998;8.8710003;8.9460001;3700_7
Ejerlejligheder;3720 Aakirkeby;0;0;0;0;0;0;0;6.1729999;3720_11
Fritidshuse;3720 Aakirkeby;0;15.547;0;0;0;0;0;0;3720_11
Parcel- og rækkehuse;3720 Aakirkeby;4.6919999;6.0469999;5.3299999;4.8779998;5.8280001;4.6820002;5.473;3.457;3720_11
Ejerlejligheder;3720 Aakirkeby;0;0;0;0;0;0;0;0;3720_15
Fritidshuse;3720 Aakirkeby;0;11.97;0;0;10.161;0;10.243;9.1780005;3720_15
Parcel- og rækkehuse;3720 Aakirkeby;3.7160001;0;4.3920002;0;3.375;2.816;3.585;3.8440001;3720_15
Ejerlejligheder;3720 Aakirkeby;0;0;0;0;0;0;0;0;3720_5
Fritidshuse;3720 Aakirkeby;8.2880001;8.1110001;14.11;14.935;12.189;11.547;12.668;0;3720_5
Parcel- og rækkehuse;3720 Aakirkeby;4.1849999;3.4449999;3.562;3.6670001;3.6659999;3.484;4.5320001;4.0359998;3720_5
Ejerlejligheder;3720 Aakirkeby;0;0;0;0;0;0;0;0;3720_7
Fritidshuse;3720 Aakirkeby;17.653;10.704;12.708;12.749;11.404;16.907;20.327;0;3720_7
Parcel- og rækkehuse;3720 Aakirkeby;5.0159998;5.8670001;5.04;5.1789999;5.526;5.7449999;5.822;5.5430002;3720_7
Ejerlejligheder;3730 Nexø;0;0;0;0;0;0;0;0;3730_11
Fritidshuse;3730 Nexø;18.306;0;0;14.753;16.830999;17.625;0;0;3730_11
Parcel- og rækkehuse;3730 Nexø;4.8759999;6.5510001;6.631;5.7480001;6.8790002;5.2579999;0;0;3730_11
Ejerlejligheder;3730 Nexø;0;0;0;0;0;0;0;0;3730_15
Fritidshuse;3730 Nexø;0;14.296;9.0229998;13.046;13.684;15.19;12.648;11.428;3730_15
Parcel- og rækkehuse;3730 Nexø;4.7969999;5.605;5.3850002;5.2399998;3.27;4.1919999;3.553;4.4250002;3730_15
Ejerlejligheder;3730 Nexø;0;0;0;0;0;0;0;0;3730_5
Fritidshuse;3730 Nexø;8.3990002;8.8109999;11.116;10.145;12.598;7.4000001;12.886;14.381;3730_5
Parcel- og rækkehuse;3730 Nexø;5.1279998;5.4070001;5.717;4.54;5.1009998;5.4299998;4.7189999;4.757;3730_5
Ejerlejligheder;3730 Nexø;0;0;0;0;0;0;0;0;3730_7
Fritidshuse;3730 Nexø;15.698;16.193001;14.732;18.944;20.898001;18.844;21.240999;0;3730_7
Parcel- og rækkehuse;3730 Nexø;5.6799998;5.7459998;6.6799998;5.9289999;6.6550002;7.3909998;7.0640001;7.6820002;3730_7
Ejerlejligheder;3740 Svaneke;0;0;0;0;0;0;0;0;3740_11
Fritidshuse;3740 Svaneke;0;0;0;0;0;0;0;0;3740_11
Parcel- og rækkehuse;3740 Svaneke;0;0;0;8.4720001;9.7089996;0;0;7.6360002;3740_11
Ejerlejligheder;3740 Svaneke;0;0;0;0;0;0;0;0;3740_15
Fritidshuse;3740 Svaneke;0;0;0;0;0;0;0;0;3740_15
Parcel- og rækkehuse;3740 Svaneke;6.4359999;6.4439998;5.2329998;6.6230001;7.2379999;0;5.0830002;7.388;3740_15
Ejerlejligheder;3740 Svaneke;0;0;0;0;0;0;0;0;3740_5
Fritidshuse;3740 Svaneke;0;0;0;0;0;0;0;0;3740_5
Parcel- og rækkehuse;3740 Svaneke;5.2930002;5.7919998;5.7589998;6.7659998;5.9089999;5.3200002;7.8969998;6.217;3740_5
Ejerlejligheder;3740 Svaneke;0;0;0;0;0;0;0;0;3740_7
Fritidshuse;3740 Svaneke;0;0;0;0;0;0;0;0;3740_7
Parcel- og rækkehuse;3740 Svaneke;8.9720001;9.4890003;10.384;0;0;12.845;9.5150003;0;3740_7
Ejerlejligheder;3751 Østermarie;0;0;0;0;0;0;0;0;3751_11
Fritidshuse;3751 Østermarie;0;0;0;0;0;0;0;0;3751_11
Parcel- og rækkehuse;3751 Østermarie;0;0;0;0;0;0;0;0;3751_11
Ejerlejligheder;3751 Østermarie;0;0;0;0;0;0;0;0;3751_15
Fritidshuse;3751 Østermarie;0;0;0;0;0;0;0;0;3751_15
Parcel- og rækkehuse;3751 Østermarie;0;0;0;0;0;0;0;0;3751_15
Ejerlejligheder;3751 Østermarie;0;0;0;0;0;0;0;0;3751_5
Fritidshuse;3751 Østermarie;0;0;0;0;0;0;0;0;3751_5
Parcel- og rækkehuse;3751 Østermarie;0;3.4289999;3.5090001;0;0;3.694;0;0;3751_5
Ejerlejligheder;3751 Østermarie;0;0;0;0;0;0;0;0;3751_7
Fritidshuse;3751 Østermarie;0;0;0;0;0;0;0;0;3751_7
Parcel- og rækkehuse;3751 Østermarie;4.1079998;3.3759999;3.698;4.302;3.8039999;0;0;0;3751_7
Ejerlejligheder;3760 Gudhjem;0;0;0;0;0;0;0;0;3760_11
Fritidshuse;3760 Gudhjem;0;0;0;0;0;0;0;0;3760_11
Parcel- og rækkehuse;3760 Gudhjem;0;0;0;0;5.1160002;0;0;0;3760_11
Ejerlejligheder;3760 Gudhjem;0;0;0;11.562;0;0;0;0;3760_15
Fritidshuse;3760 Gudhjem;0;0;0;0;0;0;0;0;3760_15
Parcel- og rækkehuse;3760 Gudhjem;4.6440001;6.7259998;5.1350002;0;7.381;0;0;0;3760_15
Ejerlejligheder;3760 Gudhjem;0;0;0;0;0;0;0;0;3760_5
Fritidshuse;3760 Gudhjem;0;0;0;0;0;0;0;0;3760_5
Parcel- og rækkehuse;3760 Gudhjem;3.188;3.053;0;3.339;0;4.1139998;0;0;3760_5
Ejerlejligheder;3760 Gudhjem;0;0;0;0;0;0;0;0;3760_7
Fritidshuse;3760 Gudhjem;0;0;0;0;0;0;0;0;3760_7
Parcel- og rækkehuse;3760 Gudhjem;5.4520001;0;0;6.3639998;6.5939999;10.187;11.212;0;3760_7
Ejerlejligheder;3770 Allinge;0;0;0;13.821;0;0;0;0;3770_11
Fritidshuse;3770 Allinge;0;0;0;0;0;0;0;0;3770_11
Parcel- og rækkehuse;3770 Allinge;6.757;5.3779998;7.974;5.0799999;7.21;0;0;4.4419999;3770_11
Ejerlejligheder;3770 Allinge;0;9.5139999;0;13.397;0;12.717;0;0;3770_15
Fritidshuse;3770 Allinge;0;0;0;0;0;17.827999;0;0;3770_15
Parcel- og rækkehuse;3770 Allinge;6.6300001;5.5190001;3.589;4.4239998;4.5339999;4.7210002;3.852;5.8319998;3770_15
Ejerlejligheder;3770 Allinge;0;0;0;0;0;0;0;0;3770_5
Fritidshuse;3770 Allinge;6.8850002;7.493;8.9040003;0;13.37;0;0;0;3770_5
Parcel- og rækkehuse;3770 Allinge;4.5689998;4.5689998;4.6440001;4.5809999;5.4569998;4.901;5.8369999;4.9829998;3770_5
Ejerlejligheder;3770 Allinge;0;0;0;0;0;0;0;0;3770_7
Fritidshuse;3770 Allinge;0;0;25.861;0;0;0;0;0;3770_7
Parcel- og rækkehuse;3770 Allinge;7.1680002;6.4640002;7.6820002;6.4250002;7.375;7.6399999;9.9449997;6.652;3770_7
Ejerlejligheder;3782 Klemensker;0;0;0;0;0;0;0;0;3782_11
Fritidshuse;3782 Klemensker;0;0;0;0;0;0;0;0;3782_11
Parcel- og rækkehuse;3782 Klemensker;0;0;0;0;0;0;0;0;3782_11
Ejerlejligheder;3782 Klemensker;0;0;0;0;0;0;0;0;3782_15
Fritidshuse;3782 Klemensker;0;0;0;0;0;0;0;0;3782_15
Parcel- og rækkehuse;3782 Klemensker;0;0;0;0;0;0;0;0;3782_15
Ejerlejligheder;3782 Klemensker;0;0;0;0;0;0;0;0;3782_5
Fritidshuse;3782 Klemensker;0;0;0;0;0;0;0;0;3782_5
Parcel- og rækkehuse;3782 Klemensker;0;4.118;4.217;0;3.4419999;3.1040001;3.8410001;2.7320001;3782_5
Ejerlejligheder;3782 Klemensker;0;0;0;0;0;0;0;0;3782_7
Fritidshuse;3782 Klemensker;0;0;0;0;0;0;0;0;3782_7
Parcel- og rækkehuse;3782 Klemensker;0;4.8720002;0;0;5.1240001;5.7919998;0;0;3782_7
Ejerlejligheder;3790 Hasle;0;0;0;0;0;0;0;0;3790_11
Fritidshuse;3790 Hasle;0;0;0;0;0;0;0;0;3790_11
Parcel- og rækkehuse;3790 Hasle;0;0;0;0;0;0;0;0;3790_11
Ejerlejligheder;3790 Hasle;0;0;0;0;0;0;0;0;3790_15
Fritidshuse;3790 Hasle;0;0;0;0;0;0;0;0;3790_15
Parcel- og rækkehuse;3790 Hasle;2.799;3.3299999;0;4.73;7.0100002;5.1789999;0;7.0029998;3790_15
Ejerlejligheder;3790 Hasle;0;0;0;0;0;0;0;0;3790_5
Fritidshuse;3790 Hasle;0;0;0;0;0;0;0;0;3790_5
Parcel- og rækkehuse;3790 Hasle;4.0479999;4.2930002;3.697;5.283;4.8080001;3.7520001;5.3800001;6.744;3790_5
Ejerlejligheder;3790 Hasle;0;0;0;0;0;0;0;0;3790_7
Fritidshuse;3790 Hasle;0;0;0;0;0;0;0;0;3790_7
Parcel- og rækkehuse;3790 Hasle;6.3070002;6.191;5.2649999;7.2090001;6.395;7.4260001;5.8569999;6.6719999;3790_7
Ejerlejligheder;4000 Roskilde;16.99;17.961;17.677999;17.691999;17.782;18.572001;18.452;17.066;4000_11
Fritidshuse;4000 Roskilde;0;0;0;0;0;0;0;0;4000_11
Parcel- og rækkehuse;4000 Roskilde;17.693001;17.732;18.249001;18.357;18.461;18.082001;17.549999;17.325001;4000_11
Ejerlejligheder;4000 Roskilde;17.532;17.339001;17.070999;18.646999;18.398001;18.737;19.655001;20.961;4000_15
Fritidshuse;4000 Roskilde;0;0;0;0;0;0;0;18.299999;4000_15
Parcel- og rækkehuse;4000 Roskilde;18.608999;18.535999;19.07;18.653999;18.407;18.455;19.902;20.577999;4000_15
Ejerlejligheder;4000 Roskilde;15.779;15.321;16.054001;15.707;16.804001;17.018;18.228001;18.030001;4000_5
Fritidshuse;4000 Roskilde;0;0;0;0;0;0;0;0;4000_5
Parcel- og rækkehuse;4000 Roskilde;12.761;13.37;13.565;14.066;13.622;14.75;15.062;15.122;4000_5
Ejerlejligheder;4000 Roskilde;23.806999;24.285;25.757999;24.84;24.646999;23.722;24.502001;22.83;4000_7
Fritidshuse;4000 Roskilde;0;0;0;0;0;0;0;0;4000_7
Parcel- og rækkehuse;4000 Roskilde;20.332001;23.577999;24.129999;24.849001;23.256001;24.604;25.042999;22.089001;4000_7
Ejerlejligheder;4030 Tune;0;0;0;0;0;0;0;0;4030_11
Fritidshuse;4030 Tune;0;0;0;0;0;0;0;0;4030_11
Parcel- og rækkehuse;4030 Tune;15.326;15.377;16.667;17.938999;16.539;17.347;17.135;15.827;4030_11
Ejerlejligheder;4030 Tune;0;0;0;0;0;0;0;0;4030_15
Fritidshuse;4030 Tune;0;0;0;0;0;0;0;0;4030_15
Parcel- og rækkehuse;4030 Tune;14.775;14.004;14.404;15.968;14.607;16.167999;14.719;15.421;4030_15
Ejerlejligheder;4030 Tune;0;0;0;0;0;0;0;0;4030_5
Fritidshuse;4030 Tune;0;0;0;0;0;0;0;0;4030_5
Parcel- og rækkehuse;4030 Tune;13.02;13.568;13.429;13.032;13.771;13.825;13.615;14.053;4030_5
Ejerlejligheder;4030 Tune;0;0;0;0;0;0;0;0;4030_7
Fritidshuse;4030 Tune;0;0;0;0;0;0;0;0;4030_7
Parcel- og rækkehuse;4030 Tune;20.429001;20.615999;20.993999;20.726;19.889999;21.659;20.85;19.792;4030_7
Ejerlejligheder;4040 Jyllinge;0;0;0;0;0;0;0;0;4040_11
Fritidshuse;4040 Jyllinge;0;0;0;0;0;0;0;0;4040_11
Parcel- og rækkehuse;4040 Jyllinge;16.858;15.225;16.149;17.528;17.462999;17.363001;16.207001;14.493;4040_11
Ejerlejligheder;4040 Jyllinge;0;0;0;0;0;0;0;0;4040_15
Fritidshuse;4040 Jyllinge;0;0;0;0;0;0;0;0;4040_15
Parcel- og rækkehuse;4040 Jyllinge;15.762;15.112;16.464001;16.006001;14.99;15.724;17.919001;17.106001;4040_15
Ejerlejligheder;4040 Jyllinge;0;0;0;0;0;0;0;0;4040_5
Fritidshuse;4040 Jyllinge;0;0;0;0;0;0;0;0;4040_5
Parcel- og rækkehuse;4040 Jyllinge;11.996;13.332;12.406;13.145;13.715;13.763;15.454;15.584;4040_5
Ejerlejligheder;4040 Jyllinge;0;0;0;0;0;0;0;0;4040_7
Fritidshuse;4040 Jyllinge;0;0;0;0;0;0;0;0;4040_7
Parcel- og rækkehuse;4040 Jyllinge;19.919001;23.132999;25.232;0;0;24.412001;22.084999;21.235001;4040_7
Ejerlejligheder;4050 Skibby;0;0;0;0;0;0;0;0;4050_11
Fritidshuse;4050 Skibby;0;0;13.875;13.683;11.067;0;0;0;4050_11
Parcel- og rækkehuse;4050 Skibby;0;12.033;11.327;10.804;12.108;11.562;9.691;8.9350004;4050_11
Ejerlejligheder;4050 Skibby;0;0;0;0;0;0;0;0;4050_15
Fritidshuse;4050 Skibby;8.0769997;9.8999996;11.265;8.7919998;11.712;10.19;11.414;10.75;4050_15
Parcel- og rækkehuse;4050 Skibby;8.2749996;9.2299995;7.0209999;8.9370003;9.052;9.3120003;10.214;8.8900003;4050_15
Ejerlejligheder;4050 Skibby;0;0;0;0;0;0;0;0;4050_5
Fritidshuse;4050 Skibby;10.561;9.7299995;9.7340002;9.066;10.336;11.725;12.577;11.382;4050_5
Parcel- og rækkehuse;4050 Skibby;8.0080004;9.3559999;8.5719995;9.6630001;8.1829996;10.554;9.8900003;8.5740004;4050_5
Ejerlejligheder;4050 Skibby;0;0;0;0;0;0;0;0;4050_7
Fritidshuse;4050 Skibby;13.722;15.266;16.648001;0;0;15.591;15.319;14.347;4050_7
Parcel- og rækkehuse;4050 Skibby;13.346;13.432;14.257;14.384;14.336;15.14;15.682;16.372;4050_7
Ejerlejligheder;4060 Kirke Såby;0;0;0;0;0;0;0;0;4060_11
Fritidshuse;4060 Kirke Såby;0;0;0;0;0;0;0;0;4060_11
Parcel- og rækkehuse;4060 Kirke Såby;9.4580002;0;0;9.9399996;0;0;9.2089996;8.9309998;4060_11
Ejerlejligheder;4060 Kirke Såby;0;0;0;0;0;0;0;0;4060_15
Fritidshuse;4060 Kirke Såby;0;0;0;0;0;0;0;0;4060_15
Parcel- og rækkehuse;4060 Kirke Såby;7.329;8.5489998;10.399;9.4799995;0;10.565;0;10.29;4060_15
Ejerlejligheder;4060 Kirke Såby;0;0;0;0;0;0;0;0;4060_5
Fritidshuse;4060 Kirke Såby;13.325;12.666;0;0;11.444;0;0;0;4060_5
Parcel- og rækkehuse;4060 Kirke Såby;8.6789999;9.8599997;9.0109997;10.422;10.41;9.783;9.7410002;11.786;4060_5
Ejerlejligheder;4060 Kirke Såby;0;0;0;0;0;0;0;0;4060_7
Fritidshuse;4060 Kirke Såby;0;0;0;0;0;0;0;0;4060_7
Parcel- og rækkehuse;4060 Kirke Såby;15.74;15.623;0;0;14.735;16.184999;15.737;0;4060_7
Ejerlejligheder;4070 Kirke Hyllinge;0;0;0;0;0;0;0;0;4070_11
Fritidshuse;4070 Kirke Hyllinge;14.235;11.606;14.112;13.373;0;0;10.561;10.494;4070_11
Parcel- og rækkehuse;4070 Kirke Hyllinge;10.504;10.986;13.986;12.247;13.545;10.39;8.2410002;10.125;4070_11
Ejerlejligheder;4070 Kirke Hyllinge;0;0;0;0;0;0;0;0;4070_15
Fritidshuse;4070 Kirke Hyllinge;10.157;8.592;8.9219999;8.8290005;9.3669996;9.6859999;12.103;11.571;4070_15
Parcel- og rækkehuse;4070 Kirke Hyllinge;10.253;11.973;10.802;10.476;9.4680004;8.3780003;9.2650003;11.972;4070_15
Ejerlejligheder;4070 Kirke Hyllinge;0;0;0;0;0;0;0;0;4070_5
Fritidshuse;4070 Kirke Hyllinge;10.247;8.3959999;9.2729998;9.4790001;10.001;12.339;10.608;13.023;4070_5
Parcel- og rækkehuse;4070 Kirke Hyllinge;10.101;10.608;9.2910004;10.278;10.588;10.996;10.389;11.024;4070_5
Ejerlejligheder;4070 Kirke Hyllinge;0;0;0;0;0;0;0;0;4070_7
Fritidshuse;4070 Kirke Hyllinge;14.238;17.337999;15.235;16.113001;14.585;17.816;15.068;16.487;4070_7
Parcel- og rækkehuse;4070 Kirke Hyllinge;15.067;15.98;17.438;17.879;17.781;16.044001;17.726;17.698;4070_7
Ejerlejligheder;4100 Ringsted;0;12.518;9.9549999;10.248;12.651;13.206;9.849;9.3879995;4100_11
Fritidshuse;4100 Ringsted;0;0;0;0;0;0;0;0;4100_11
Parcel- og rækkehuse;4100 Ringsted;11.226;11.743;12.302;11.904;12.264;11.398;10.695;11.414;4100_11
Ejerlejligheder;4100 Ringsted;7.2969999;11.796;8.7480001;10.357;10.019;8.1870003;10.274;10.183;4100_15
Fritidshuse;4100 Ringsted;0;0;0;0;0;0;0;0;4100_15
Parcel- og rækkehuse;4100 Ringsted;9.4230003;9.5710001;10.87;10.657;11.104;10.299;11.741;11.978;4100_15
Ejerlejligheder;4100 Ringsted;9.6689997;9.2480001;9.6070004;10.348;9.934;10.533;10.233;11.415;4100_5
Fritidshuse;4100 Ringsted;0;0;0;0;0;0;0;0;4100_5
Parcel- og rækkehuse;4100 Ringsted;9.2969999;9.4750004;9.8570004;9.2810001;9.7410002;9.8599997;10.287;10.591;4100_5
Ejerlejligheder;4100 Ringsted;14.44;15.562;15.416;17.108999;15.099;16.836;15.815;14.658;4100_7
Fritidshuse;4100 Ringsted;0;0;0;0;0;0;0;0;4100_7
Parcel- og rækkehuse;4100 Ringsted;13.175;15.639;16.021999;14.797;16.347;15.533;14.34;15.254;4100_7
Ejerlejligheder;4105 Ringsted;0;0;0;0;0;0;0;0;4105_11
Fritidshuse;4105 Ringsted;0;0;0;0;0;0;0;0;4105_11
Parcel- og rækkehuse;4105 Ringsted;0;0;0;0;0;0;0;0;4105_11
Ejerlejligheder;4105 Ringsted;0;0;0;0;0;0;0;0;4105_15
Fritidshuse;4105 Ringsted;0;0;0;0;0;0;0;0;4105_15
Parcel- og rækkehuse;4105 Ringsted;0;0;0;0;0;0;0;0;4105_15
Ejerlejligheder;4105 Ringsted;0;0;0;0;0;0;0;0;4105_5
Fritidshuse;4105 Ringsted;0;0;0;0;0;0;0;0;4105_5
Parcel- og rækkehuse;4105 Ringsted;0;0;0;0;0;0;0;0;4105_5
Ejerlejligheder;4105 Ringsted;0;0;0;0;0;0;0;0;4105_7
Fritidshuse;4105 Ringsted;0;0;0;0;0;0;0;0;4105_7
Parcel- og rækkehuse;4105 Ringsted;0;0;0;0;0;0;0;0;4105_7
Ejerlejligheder;4130 Viby Sjælland;0;0;0;0;0;0;0;0;4130_11
Fritidshuse;4130 Viby Sjælland;0;0;0;0;0;0;0;0;4130_11
Parcel- og rækkehuse;4130 Viby Sjælland;12.173;14.193;13.698;12.623;14.592;0;0;14.624;4130_11
Ejerlejligheder;4130 Viby Sjælland;0;0;0;0;0;0;0;0;4130_15
Fritidshuse;4130 Viby Sjælland;0;0;0;0;0;0;0;0;4130_15
Parcel- og rækkehuse;4130 Viby Sjælland;13.872;12.498;0;11.031;11.835;11.928;12.984;12.725;4130_15
Ejerlejligheder;4130 Viby Sjælland;0;0;0;0;0;0;0;0;4130_5
Fritidshuse;4130 Viby Sjælland;0;0;0;0;0;0;0;0;4130_5
Parcel- og rækkehuse;4130 Viby Sjælland;10.792;9.7180004;10.861;10.489;11.539;12.092;13.024;11.79;4130_5
Ejerlejligheder;4130 Viby Sjælland;0;0;0;0;0;0;0;0;4130_7
Fritidshuse;4130 Viby Sjælland;0;0;0;0;0;0;0;0;4130_7
Parcel- og rækkehuse;4130 Viby Sjælland;17.969999;17.33;17.966999;18.997;19.214001;18.044001;16.945999;18.572001;4130_7
Ejerlejligheder;4140 Borup;0;0;0;0;0;0;0;0;4140_11
Fritidshuse;4140 Borup;0;0;0;0;0;0;0;0;4140_11
Parcel- og rækkehuse;4140 Borup;13.872;14.731;13.666;14.962;13.254;14.318;13.612;10.377;4140_11
Ejerlejligheder;4140 Borup;0;0;0;0;0;0;0;0;4140_15
Fritidshuse;4140 Borup;0;0;0;0;0;0;0;0;4140_15
Parcel- og rækkehuse;4140 Borup;0;11.347;14.244;12.509;9.8380003;13.062;12.513;14.223;4140_15
Ejerlejligheder;4140 Borup;0;0;0;0;0;0;0;0;4140_5
Fritidshuse;4140 Borup;0;0;0;0;0;0;0;0;4140_5
Parcel- og rækkehuse;4140 Borup;10.351;11.298;10.902;10.042;11.526;11.934;9.3269997;12.324;4140_5
Ejerlejligheder;4140 Borup;0;0;0;0;0;0;0;0;4140_7
Fritidshuse;4140 Borup;0;0;0;0;0;0;0;0;4140_7
Parcel- og rækkehuse;4140 Borup;16.778999;17.274;19.738001;17.614;18.226999;20.158001;20.332001;18.754;4140_7
Ejerlejligheder;4160 Herlufmagle;0;0;0;0;0;0;0;0;4160_11
Fritidshuse;4160 Herlufmagle;0;0;0;0;0;0;0;0;4160_11
Parcel- og rækkehuse;4160 Herlufmagle;7.8610001;11.252;8.4020004;0;0;0;0;0;4160_11
Ejerlejligheder;4160 Herlufmagle;0;0;0;0;0;0;0;0;4160_15
Fritidshuse;4160 Herlufmagle;0;0;0;0;0;0;0;0;4160_15
Parcel- og rækkehuse;4160 Herlufmagle;5.6859999;6.007;0;5.3569999;7.8769999;0;8.2720003;5.1760001;4160_15
Ejerlejligheder;4160 Herlufmagle;0;0;0;0;0;0;0;0;4160_5
Fritidshuse;4160 Herlufmagle;0;0;0;0;0;0;0;0;4160_5
Parcel- og rækkehuse;4160 Herlufmagle;7.099;6.8850002;7.6279998;7.3060002;7.4000001;7.9679999;8.3280001;7.027;4160_5
Ejerlejligheder;4160 Herlufmagle;0;0;0;0;0;0;0;0;4160_7
Fritidshuse;4160 Herlufmagle;0;0;0;0;0;0;0;0;4160_7
Parcel- og rækkehuse;4160 Herlufmagle;9.507;10.047;11.553;11.972;9.7790003;11.834;12.439;12.491;4160_7
Ejerlejligheder;4171 Glumsø;0;0;0;0;0;0;0;0;4171_11
Fritidshuse;4171 Glumsø;0;0;0;0;0;0;0;0;4171_11
Parcel- og rækkehuse;4171 Glumsø;0;9.3100004;10.706;0;0;0;0;0;4171_11
Ejerlejligheder;4171 Glumsø;0;0;0;0;0;0;0;0;4171_15
Fritidshuse;4171 Glumsø;0;0;0;0;0;0;0;0;4171_15
Parcel- og rækkehuse;4171 Glumsø;0;7.1589999;0;0;0;0;0;7.4619999;4171_15
Ejerlejligheder;4171 Glumsø;0;0;0;0;0;0;0;0;4171_5
Fritidshuse;4171 Glumsø;0;0;0;0;0;0;0;0;4171_5
Parcel- og rækkehuse;4171 Glumsø;7.0869999;8.4209995;6.237;7.704;8.0930004;0;7.7670002;10.037;4171_5
Ejerlejligheder;4171 Glumsø;0;0;0;0;0;0;0;0;4171_7
Fritidshuse;4171 Glumsø;0;0;0;0;0;0;0;0;4171_7
Parcel- og rækkehuse;4171 Glumsø;9.6330004;11.567;10.918;11.279;14.368;13.714;13.82;9.6149998;4171_7
Ejerlejligheder;4173 Fjenneslev;0;0;0;0;0;0;0;0;4173_11
Fritidshuse;4173 Fjenneslev;0;0;0;0;0;0;0;0;4173_11
Parcel- og rækkehuse;4173 Fjenneslev;0;0;0;0;0;0;0;0;4173_11
Ejerlejligheder;4173 Fjenneslev;0;0;0;0;0;0;0;0;4173_15
Fritidshuse;4173 Fjenneslev;0;0;0;0;0;0;0;0;4173_15
Parcel- og rækkehuse;4173 Fjenneslev;0;0;8.0579996;0;0;0;0;0;4173_15
Ejerlejligheder;4173 Fjenneslev;0;0;0;0;0;0;0;0;4173_5
Fritidshuse;4173 Fjenneslev;0;0;0;0;0;0;0;0;4173_5
Parcel- og rækkehuse;4173 Fjenneslev;7.4320002;7.2989998;0;8.0109997;6.5570002;0;6.9710002;8.4460001;4173_5
Ejerlejligheder;4173 Fjenneslev;0;0;0;0;0;0;0;0;4173_7
Fritidshuse;4173 Fjenneslev;0;0;0;0;0;0;0;0;4173_7
Parcel- og rækkehuse;4173 Fjenneslev;0;10.699;0;0;11.416;12.507;0;0;4173_7
Ejerlejligheder;4174 Jystrup Midtsj;0;0;0;0;0;0;0;0;4174_11
Fritidshuse;4174 Jystrup Midtsj;0;0;0;0;0;0;0;0;4174_11
Parcel- og rækkehuse;4174 Jystrup Midtsj;0;0;0;0;0;0;0;0;4174_11
Ejerlejligheder;4174 Jystrup Midtsj;0;0;0;0;0;0;0;0;4174_15
Fritidshuse;4174 Jystrup Midtsj;0;0;0;0;0;0;0;0;4174_15
Parcel- og rækkehuse;4174 Jystrup Midtsj;0;7.4000001;0;0;0;0;0;0;4174_15
Ejerlejligheder;4174 Jystrup Midtsj;0;0;0;0;0;0;0;0;4174_5
Fritidshuse;4174 Jystrup Midtsj;0;0;0;0;0;0;0;0;4174_5
Parcel- og rækkehuse;4174 Jystrup Midtsj;0;0;0;0;9.0100002;0;0;0;4174_5
Ejerlejligheder;4174 Jystrup Midtsj;0;0;0;0;0;0;0;0;4174_7
Fritidshuse;4174 Jystrup Midtsj;0;0;0;0;0;0;0;0;4174_7
Parcel- og rækkehuse;4174 Jystrup Midtsj;0;0;0;0;0;0;0;0;4174_7
Ejerlejligheder;4180 Sorø;0;0;11.788;0;0;0;0;0;4180_11
Fritidshuse;4180 Sorø;0;0;0;0;0;0;0;0;4180_11
Parcel- og rækkehuse;4180 Sorø;13.485;13.099;13.254;11.62;12.639;11.423;13.317;12.372;4180_11
Ejerlejligheder;4180 Sorø;0;0;0;0;0;10.485;9.4540005;0;4180_15
Fritidshuse;4180 Sorø;0;0;0;0;0;0;0;0;4180_15
Parcel- og rækkehuse;4180 Sorø;10.415;11.387;10.858;13.925;9.802;9.4250002;12.176;10.969;4180_15
Ejerlejligheder;4180 Sorø;10.706;10.795;12.301;0;10.46;0;0;0;4180_5
Fritidshuse;4180 Sorø;0;0;0;0;0;0;0;0;4180_5
Parcel- og rækkehuse;4180 Sorø;9.9700003;9.7849998;10.052;9.941;10.578;10.288;10.769;11.282;4180_5
Ejerlejligheder;4180 Sorø;0;0;0;0;0;0;0;0;4180_7
Fritidshuse;4180 Sorø;0;0;0;0;0;0;0;0;4180_7
Parcel- og rækkehuse;4180 Sorø;13.402;15.462;15.69;15.719;15.067;15.92;16.955999;16.465;4180_7
Ejerlejligheder;4190 Munke Bjergby;0;0;0;0;0;0;0;0;4190_11
Fritidshuse;4190 Munke Bjergby;0;0;0;0;0;0;0;0;4190_11
Parcel- og rækkehuse;4190 Munke Bjergby;0;0;0;0;0;0;0;0;4190_11
Ejerlejligheder;4190 Munke Bjergby;0;0;0;0;0;0;0;0;4190_15
